date,close
2020-06-04,883.9
2020-06-05,886.22
2020-06-08,899.92
2020-06-09,899.43
2020-06-10,900.0
2020-06-11,867.37
2020-06-12,863.52
2020-06-15,832.47
2020-06-16,856.13
2020-06-17,854.44
2020-06-18,855.27
2020-06-19,868.56
2020-06-22,871.28
2020-06-23,868.2
2020-06-24,859.71
2020-06-25,854.59
2020-06-26,851.98
2020-06-29,829.36
2020-06-30,825.11
2020-07-01,843.49
2020-07-02,842.38
2020-07-03,847.61
2020-07-06,861.16
2020-07-07,863.42
2020-07-08,864.5
2020-07-09,876.46
2020-07-10,871.21
2020-07-13,868.72
2020-07-14,868.11
2020-07-15,869.91
2020-07-16,876.83
2020-07-17,872.02
2020-07-20,861.4
2020-07-21,861.69
2020-07-22,855.08
2020-07-23,856.75
2020-07-24,829.16
2020-07-27,785.17
2020-07-28,813.36
2020-07-29,790.84
2020-07-30,801.13
2020-07-31,798.39
2020-08-03,814.65
2020-08-04,827.57
2020-08-05,837.8
2020-08-06,840.04
2020-08-07,841.46
2020-08-10,843.2
2020-08-11,843.08
2020-08-12,846.92
2020-08-13,855.05
2020-08-14,850.74
2020-08-17,850.15
2020-08-18,846.43
2020-08-19,851.21
2020-08-20,848.21
2020-08-21,854.78
2020-08-24,868.68
2020-08-25,874.12
2020-08-26,873.47
2020-08-27,874.71
2020-08-28,878.98
2020-08-31,881.65
2020-09-01,891.73
2020-09-03,903.97
2020-09-04,901.54
2020-09-07,888.25
2020-09-08,890.14
2020-09-09,889.32
2020-09-10,888.82
2020-09-11,888.97
2020-09-14,894.57
2020-09-15,896.26
2020-09-16,897.47
2020-09-17,894.04
2020-09-18,900.95
2020-09-21,907.94
2020-09-22,906.19
2020-09-23,912.5
2020-09-24,908.58
2020-09-25,908.27
2020-09-28,912.5
2020-09-29,903.98
2020-09-30,905.21
2020-10-01,914.09
2020-10-02,909.91
2020-10-05,914.68
2020-10-06,915.67
2020-10-07,919.72
2020-10-08,918.84
2020-10-09,924.0
2020-10-12,925.83
2020-10-13,929.86
2020-10-14,940.18
2020-10-15,942.76
2020-10-16,943.3
2020-10-19,943.69
2020-10-20,944.42
2020-10-21,939.03
2020-10-22,949.9
2020-10-23,961.26
2020-10-26,950.8
2020-10-27,946.47
2020-10-28,921.05
2020-10-29,919.08
2020-10-30,925.47
2020-11-02,933.68
2020-11-03,935.41
2020-11-04,939.76
2020-11-05,937.75
