date,close
2020-06-04,174.96536254882812
2020-06-05,179.0592803955078
2020-06-08,180.1688232421875
2020-06-09,181.5462188720703
2020-06-10,188.280029296875
2020-06-11,178.16970825195312
2020-06-12,179.57582092285156
2020-06-15,180.72360229492188
2020-06-16,185.1522521972656
2020-06-17,185.7931365966797
2020-06-18,187.78268432617188
2020-06-19,186.66357421875
2020-06-22,191.84786987304688
2020-06-23,193.12957763671875
2020-06-24,189.236572265625
2020-06-25,191.6278533935547
2020-06-26,187.792236328125
2020-06-29,189.81048583984375
2020-06-30,194.66000366210935
2020-07-01,195.7982635498047
2020-07-02,197.29037475585935
2020-07-06,201.53732299804688
2020-07-07,199.1938934326172
2020-07-08,203.57472229003903
2020-07-09,204.9999084472656
2020-07-10,204.3781585693359
2020-07-13,198.06521606445312
2020-07-14,199.28953552246097
2020-07-15,198.99298095703125
2020-07-16,195.0522003173828
2020-07-17,194.057373046875
2020-07-20,202.39822387695312
2020-07-21,199.672119140625
2020-07-22,202.54168701171875
2020-07-23,193.7321929931641
2020-07-24,192.5461273193359
2020-07-27,194.9852294921875
2020-07-28,193.23483276367188
2020-07-29,195.18609619140625
2020-07-30,195.03302001953125
2020-07-31,196.09475708007812
2020-08-03,207.12335205078125
2020-08-04,204.0146942138672
2020-08-05,203.67996215820312
2020-08-06,206.941650390625
2020-08-07,203.2399444580078
2020-08-10,199.1938934326172
2020-08-11,194.53567504882812
2020-08-12,200.0930023193359
2020-08-13,199.62429809570312
2020-08-14,199.8155975341797
2020-08-17,201.1355743408203
2020-08-18,202.29295349121097
2020-08-19,201.06570434570312
2020-08-20,205.74473571777344
2020-08-21,204.24896240234375
2020-08-24,204.89141845703125
2020-08-25,207.5569000244141
2020-08-26,212.0442047119141
2020-08-27,217.25067138671875
2020-08-28,219.48475646972656
2020-08-31,216.243896484375
2020-09-01,217.91226196289065
2020-09-02,222.1118927001953
2020-09-03,208.3527679443359
2020-09-04,205.4283447265625
2020-09-08,194.31556701660156
2020-09-09,202.59022521972656
2020-09-10,196.91392517089844
2020-09-11,195.6291351318359
2020-09-14,196.9523162841797
2020-09-15,200.18357849121097
2020-09-16,196.6071624755859
2020-09-17,194.5552673339844
2020-09-18,192.13902282714844
2020-09-21,194.2005157470703
2020-09-22,198.87957763671875
2020-09-23,192.33078002929688
2020-09-24,194.82373046875
2020-09-25,199.2631378173828
2020-09-28,200.81639099121097
2020-09-29,198.7261657714844
2020-09-30,201.6697540283203
2020-10-01,203.7120819091797
2020-10-02,197.7001953125
2020-10-05,201.7176971435547
2020-10-06,197.4317626953125
2020-10-07,201.19032287597656
2020-10-08,201.90948486328125
2020-10-09,206.924072265625
2020-10-12,212.283935546875
2020-10-13,213.6838226318359
2020-10-14,211.7661895751953
2020-10-15,210.61561584472656
2020-10-16,210.61561584472656
2020-10-19,205.39956665039065
2020-10-20,205.81185913085935
2020-10-21,205.95570373535156
2020-10-22,206.0419921875
2020-10-23,207.32681274414065
2020-10-26,201.43002319335935
2020-10-27,204.4694976806641
2020-10-28,194.334716796875
2020-10-29,196.2907257080078
2020-10-30,194.1333770751953
2020-11-02,193.9991455078125
2020-11-03,197.93031311035156
2020-11-04,207.4802093505859
2020-11-05,214.0961151123047
2020-11-06,214.5084228515625
2020-11-09,209.3978576660156
2020-11-10,202.3217315673828
2020-11-11,207.63365173339844
2020-11-12,206.56936645507812
2020-11-13,207.59527587890625
2020-11-16,208.28562927246097
2020-11-17,205.62973022460935
2020-11-18,202.91873168945312
2020-11-19,204.20689392089844
2020-11-20,202.25537109375
2020-11-23,201.9862365722656
2020-11-24,205.59124755859375
2020-11-25,205.600830078125
2020-11-27,206.9082794189453
2020-11-30,205.79312133789065
2020-12-01,207.85037231445312
2020-12-02,207.0428466796875
2020-12-03,205.95655822753903
2020-12-04,206.07192993164065
2020-12-07,206.0045928955078
2020-12-08,207.6581115722656
2020-12-09,203.6108856201172
2020-12-10,202.38035583496097
2020-12-11,205.0144195556641
2020-12-14,205.9181365966797
2020-12-15,205.8508453369141
2020-12-16,210.8016815185547
2020-12-17,210.93624877929688
2020-12-18,210.13839721679688
2020-12-21,213.98370361328125
2020-12-22,215.2815399169922
2020-12-23,212.4744415283203
2020-12-24,214.13754272460935
2020-12-28,216.2620849609375
2020-12-29,215.4833984375
2020-12-30,213.10885620117188
2020-12-31,213.8202667236328
2021-01-04,209.273193359375
2021-01-05,209.47503662109375
2021-01-06,204.04348754882812
2021-01-07,209.8499755859375
2021-01-08,211.12852478027344
2021-01-11,209.0808868408203
2021-01-12,206.619873046875
2021-01-13,207.9753570556641
2021-01-14,204.78369140625
2021-01-15,204.4279937744141
2021-01-19,208.07147216796875
2021-01-20,215.6660919189453
2021-01-21,216.27169799804688
2021-01-22,217.2137756347656
2021-01-25,220.65541076660156
2021-01-26,223.3471221923828
2021-01-27,223.8950653076172
2021-01-28,229.6919403076172
2021-01-29,222.9914093017578
2021-02-01,230.3840789794922
2021-02-02,230.24948120117188
2021-02-03,233.6045837402344
2021-02-04,232.65283203125
2021-02-05,232.8354949951172
2021-02-08,233.09506225585935
2021-02-09,234.3448028564453
2021-02-10,233.4315490722656
2021-02-11,235.0369415283203
2021-02-12,235.5176239013672
2021-02-16,234.27748107910156
2021-02-17,235.29885864257812
2021-02-18,234.90379333496097
2021-02-19,232.1865692138672
2021-02-22,225.96206665039065
2021-02-23,224.7672576904297
2021-02-24,226.00059509277344
2021-02-25,220.64328002929688
2021-02-26,223.90969848632812
2021-03-01,228.3034820556641
2021-03-02,225.34539794921875
2021-03-03,219.265380859375
2021-03-04,218.46563720703125
2021-03-05,223.15814208984375
2021-03-08,219.10159301757812
2021-03-09,225.25863647460935
2021-03-10,223.9482421875
2021-03-11,228.4865875244141
2021-03-12,227.1568603515625
2021-03-15,226.2510986328125
2021-03-16,229.04539489746097
2021-03-17,228.3998260498047
2021-03-18,222.31019592285156
2021-03-19,221.9537048339844
2021-03-22,227.38815307617188
2021-03-23,228.920166015625
2021-03-24,226.87744140625
2021-03-25,223.8711700439453
2021-03-26,227.8602294921875
2021-03-29,226.6654510498047
2021-03-30,223.3990173339844
2021-03-31,227.1761474609375
2021-04-01,233.51629638671875
2021-04-05,239.9914093017578
2021-04-06,238.825439453125
2021-04-07,240.7911071777344
2021-04-08,244.01902770996097
2021-04-09,246.52420043945312
2021-04-12,246.58200073242188
2021-04-13,249.0679931640625
2021-04-14,246.2736968994141
2021-04-15,250.04116821289065
2021-04-16,251.2359161376953
2021-04-19,249.30886840820312
2021-04-20,248.8463897705078
2021-04-21,251.0818328857422
2021-04-22,247.7961273193359
2021-04-23,251.63096618652344
2021-04-26,252.0164337158203
2021-04-27,252.421142578125
2021-04-28,245.28121948242188
2021-04-29,243.3059844970703
2021-04-30,242.9879913330078
2021-05-03,242.6796112060547
2021-05-04,238.7579803466797
2021-05-05,237.48611450195312
2021-05-06,240.62728881835935
2021-05-07,243.25778198242188
2021-05-10,238.17022705078125
2021-05-11,237.25485229492188
2021-05-12,230.28839111328125
2021-05-13,234.1715087890625
2021-05-14,239.1048889160156
2021-05-17,236.24313354492188
2021-05-18,234.21969604492188
2021-05-19,234.79913330078125
2021-05-20,238.04412841796875
2021-05-21,236.7789764404297
2021-05-24,242.19699096679688
2021-05-25,243.10482788085935
2021-05-26,242.88267517089844
2021-05-27,240.77731323242188
2021-05-28,241.1346435546875
2021-06-01,238.9326629638672
2021-06-02,238.8361053466797
2021-06-03,237.3005218505859
2021-06-04,242.2066345214844
2021-06-07,245.12326049804688
2021-06-08,243.92575073242188
2021-06-09,244.91082763671875
2021-06-10,248.43585205078125
2021-06-11,249.06362915039065
2021-06-14,250.9951629638672
2021-06-15,249.51756286621097
2021-06-16,248.57107543945312
2021-06-17,251.97067260742188
2021-06-18,250.55093383789065
2021-06-21,253.64138793945312
2021-06-22,256.42291259765625
2021-06-23,256.1910400390625
2021-06-24,257.5624694824219
2021-06-25,255.9496307373047
2021-06-28,259.52294921875
2021-06-29,262.11126708984375
2021-06-30,261.62835693359375
2021-07-01,262.304443359375
2021-07-02,268.1473388671875
2021-07-06,268.15704345703125
2021-07-07,270.34930419921875
2021-07-08,267.9252014160156
2021-07-09,268.4274597167969
2021-07-12,267.8286437988281
2021-07-13,271.3634033203125
2021-07-14,272.84100341796875
2021-07-15,271.41162109375
2021-07-16,271.1412658691406
2021-07-19,267.5291442871094
2021-07-20,269.7602233886719
2021-07-21,271.76904296875
2021-07-22,276.3467712402344
2021-07-23,279.7559509277344
2021-07-26,279.15716552734375
2021-07-27,276.7330322265625
2021-07-28,276.42401123046875
2021-07-29,276.6944274902344
2021-07-30,275.15887451171875
2021-08-02,275.07196044921875
2021-08-03,277.293212890625
2021-08-04,276.7041015625
2021-08-05,279.6111145019531
2021-08-06,279.5532531738281
2021-08-09,278.4618225097656
2021-08-10,276.63653564453125
2021-08-11,277.1290283203125
2021-08-12,279.89117431640625
2021-08-13,282.8271179199219
2021-08-16,284.5172424316406
2021-08-17,283.0492248535156
